CIKKSZAM;MEGN;MENYEGY;BESZAR;ELADAR;AFASZAZ;AKTKESZ;TORT
2110069;ILLY CAFFE 150ML;DB;182,33;289;25;0;HAMIS
2110070;ILLY CAPPUCCINO 200ML;DB;182,4;289;25;0;HAMIS
8590006;INGVALLAS TASKA 40X50;DB;2,49;4;25;500;HAMIS
6241001;INTENSIVE MOSOGATO 1L AL;DB;73,1;129;25;-1;HAMIS
6241000;INTENSIVE MOSOGATO 1L CI;DB;76,77;129;25;9;HAMIS
6400051;IONCSERELT VIZ 2L;DB;96,75;149;25;5;HAMIS
9590015;ITAL/AJANDEK TASAK;DB;141,4;249;25;125;HAMIS
9590017;ITALOS TASAK ZSINOROS;DB;81,71;199;25;0;HAMIS
2130035;IVOJOGHURT 150G FARMER M;DB;0;59;18;0;HAMIS
2130030;IVOJOGHURT 150G FARMER;DB;36;59;18;0;HAMIS
2130045;IVOJOGHURT 150G FARMER EP;DB;36;59;18;0;HAMIS
2130038;IVOJOGHURT 150G FARMER ER;DB;36;59;18;0;HAMIS
9550003;IZZO 40W;DB;33,95;59;25;19;HAMIS
9550004;IZZO 60W;DB;33,93;59;25;45;HAMIS
9550022;IZZO 100W;DB;33,93;59;25;23;HAMIS
9550055;IZZO 100W SZUNYOG ELLEN;DB;167;259;25;1;HAMIS
1600011;JACOBS 10*18G ICE COFFEE;DB;269,1;449;25;1;HAMIS
1600500;JACOBS 3:1 180G 10X18G;DB;303,49;449;25;19;HAMIS
1600041;JACOBS 3:1 360G 20X18G;DB;547,5;849;25;1;HAMIS
1640034;JACOBS CAPP. 135G DOB;DB;350,62;549;25;2;HAMIS
4000115;JAGER SZELET 25G;DB;19,2;35;25;40;HAMIS
1200020;JAGERMEISTER 0,35L;DB;1434,23;2290;25;5;HAMIS
1200023;JAGERMEISTER 0,5L;DB;1773,84;2790;25;8;HAMIS
1200064;JAGERMEISTER 0,7L;DB;2328,71;3890;25;4;HAMIS
1200018;JAGERMEISTER 0,7L+2 POH;DB;2599,35;3999;25;0;HAMIS
1200024;JAGERMEISTER 1L;DB;3096,97;4890;25;4;HAMIS
5000061;JANA 1,5L AFONYA;DB;176,01;269;25;4;HAMIS
5000054;JANA 1,5L ALMA-LICSI;DB;176,01;269;25;8;HAMIS
5000035;JANA 1,5L CITROM-LIME;DB;176,01;269;25;4;HAMIS
5000036;JANA 1,5L EPER-GUAVA;DB;176,01;269;25;4;HAMIS
5000051;JANA 1L BABY;DB;121,43;189;25;6;HAMIS
5030147;JANA ICE TEA 1,5L CITROM;DB;197;299;25;-2;HAMIS
6221001;JAR 500ML MOSOGATOSZER;DB;196,47;299;25;78;HAMIS
6221013;JAR 500ML*3 TRIOPACK;DB;317,28;599;25;0;HAMIS
6221005;JAR 1L MOSOGATOSZER;DB;299,2;449;25;13;HAMIS
4000259;JEGCSOKOLADE 200G;DB;205,53;319;25;0;HAMIS
5030065;JEGESTEA 1,5L SZENTK. C;DB;211,24;329;25;6;HAMIS
5030066;JEGESTEA 1,5L SZENTK. O;DB;191,35;299;25;0;HAMIS
8500044;JEGKOCKA ZACSKO 240DB;DB;124,61;149;25;0;HAMIS
2300079;JEGKREM BAGAMERI 1,5L;DB;461,57;749;25;0;HAMIS
2300046;JEGKREM BAGAMERI 2L;DB;300;499;25;0;HAMIS
2300070;JEGKREM BOCI 1L 2F.CSOKIS;DB;520;899;25;0;HAMIS
2300085;JEGKREM BOCI 1L SBAR-KEKS;DB;520;899;25;0;HAMIS
2300081;JEGKREM BOUNTY 6X50;DB;590;899;25;0;HAMIS
2320026;JEGKREM FITT AND NETT 1L;DB;442,67;499;25;0;HAMIS
2320025;JEGKREM GINISSIMO 1L 3F;DB;510,28;799;25;0;HAMIS
2320031;JEGKREM GINISSIMO 1L GUND;DB;0,01;399;25;0;HAMIS
2320001;JEGKREM GINISSIMO 1L VODR;DB;573;799;25;0;HAMIS
2320006;JEGKREM GRANDE FAMILIA 2L;DB;386,58;699;25;0;HAMIS
2320028;JEGKREM GRANDISSIMO 1L 3F;DB;538,46;999;25;0;HAMIS
2320035;JEGKREM GRANDISSIMO 900ML;DB;594;999;25;0;HAMIS
2320029;JEGKREM KING FAMILY 1L;DB;545;899;25;17;HAMIS
2320030;JEGKREM LEDO AUTO/MOTO;DB;117;199;25;27;HAMIS
2320007;JEGKREM LEDO VODROS 4F 2L;DB;641,09;999;25;14;HAMIS
2300080;JEGKREM MARS 6X59ML;DB;590;899;25;0;HAMIS
2300077;JEGKREM NESQUIK 55G NESTL;DB;107;149;25;0;HAMIS
2300067;JEGKREM NEST EXTREME GOLD;DB;169,6;249;25;0;HAMIS
2300073;JEGKREM NEST LA CREM KA;DB;542;859;25;0;HAMIS
2300074;JEGKREM NEST LA CREM TI;DB;542;859;25;0;HAMIS
2300069;JEGKREM NEST.LEO 750ML;DB;479;699;25;0;HAMIS
2300068;JEGKREM NEST.NESQUIK 750M;DB;540;769;25;0;HAMIS
2300071;JEGKREM NEST.SMARTIES 750;DB;535;749;25;0;HAMIS
2320033;JEGKREM NORBI 1L CSOKI;DB;499;899;25;0;HAMIS
2320032;JEGKREM NORBI 1L JOGHURT;DB;499;499;25;1;HAMIS
2320034;JEGKREM QUATTRO 1650 4 IZ;DB;1035;1650;25;10;HAMIS
2300076;JEGKREM SMARTIES 55G NEST;DB;133;189;25;0;HAMIS
2300082;JEGKREM SNICKERS 6X53ML;DB;590;899;25;0;HAMIS
2320009;JEGKREM SOFT ICE 3L;DB;597,4;999;25;0;HAMIS
2320002;JEGKREM TORTA 950ML;DB;279;399;25;0;HAMIS
2320027;JEGKREM TRIPLA CSAVAR 600;DB;249;349;25;0;HAMIS
2300078;JEGKREM TWIX 6X50ML;DB;590;899;25;0;HAMIS
2320004;JEGKREM WALZER CSOKIS 600;DB;205;299;25;0;HAMIS
2320005;JEGKREM WALZER TORPES 600;DB;189;299;25;0;HAMIS
2320003;JEGKREM WALZER VAN. 600ML;DB;209;299;25;0;HAMIS
3702001;JELLY 480G AFONYA LEKVAR;DB;148,35;249;25;0;HAMIS
3702002;JELLY 480G EPER LEKVAR;DB;148,35;249;25;0;HAMIS
3702000;JELLY 480G LEKVAR KAJSZI;DB;175,99;249;25;3;HAMIS
2130082;JOGOBELLA 150G 0,1%;DB;67;99;18;0;HAMIS
2130062;JOGOBELLA 150G EGZOTIC;DB;42,36;45;18;10;HAMIS
2130037;JOGOBELLA 150G CLASSIC;DB;68;99;18;3;HAMIS
2130081;JOGOBELLA 4*150G;DB;179;285;18;6;HAMIS
2130105;JOGOBELLA 4X110G;DB;179;285;18;-6;HAMIS
2130075;JOGOBELLA 500G CLASSIC;DB;189;269;18;0;HAMIS
2130073;JOGOBELLA 150G LIGHT;DB;68;95;18;2;HAMIS
2130029;MONTICE JOGH.ITAL 500G PX;DB;152;239;18;0;HAMIS
2130071;JOGHURT LEERTEKELT;DB;0,01;79;18;0;HAMIS
2130074;JOGHURT PLUSZ BAKONY 175G;DB;63,5;89;18;0;HAMIS
2130019;JOGOBELLA 200G CORN;DB;92;139;18;-22;HAMIS
2130013;JOGOBELLA DRINK 330G 2IZ;DB;115;199;18;12;HAMIS
7610000;JOHNSON BABAOLAJ 200ML KA;DB;465,8;749;25;4;HAMIS
7610006;JOHNSON BABASAMPON 0,5L K;DB;465,8;699;25;2;HAMIS
7200045;JOHNSON BABASZAPPAN 100G;DB;65,47;119;25;0;HAMIS
7100033;JOHNSON TESTAP DREAMY;DB;562,55;899;25;3;HAMIS
7100028;JOHNSON TESTAP HOLIDAY 4F;DB;532,67;899;25;4;HAMIS
7100029;JOHNSON TESTAP MANDULA;DB;562,44;899;25;0;HAMIS
7100030;JOHNSON TESTAP MEZ;DB;592,54;899;25;0;HAMIS
7100023;JOHNSON TESTAP SZORNOV;DB;515,95;899;25;0;HAMIS
7100026;JOHNSON TESTAPOLO NORMAL;DB;298,8;899;25;0;HAMIS
7100013;JOHNSON TESTAPOLO SZARAZ;DB;562,44;899;25;1;HAMIS
5049003;JUMPIN ENERGIA ITAL;DB;63,2;99;25;0;HAMIS
5039010;JUPIK 0,33L ALMA;DB;100,74;169;25;1;HAMIS
5039007;JUPIK 0,33L BANAN;DB;93,52;169;25;0;HAMIS
5039012;JUPIK 0,33L COLA;DB;103,15;169;25;2;HAMIS
5039004;JUPIK 0,33L EPRES;DB;99,91;169;25;3;HAMIS
5039005;JUPIK 0,33L MULTIVIT;DB;100,65;169;25;1;HAMIS
5039001;JUPIK 0,33L NARANCS;DB;103,15;169;25;2;HAMIS
4950011;K.MIKULAS OSTYA 25G;DB;33,01;49;25;-1;HAMIS
4950012;K.MIKULAS SZELET 25G;DB;33,01;49;25;0;HAMIS
4950013;K.MIKULAS VARAZSGOMB 35G;DB;55,32;89;25;0;HAMIS
4900065;K.NYUSZI TEJCSOKIS DRAZSE;DB;44,36;69;25;0;HAMIS
4900066;K.NYUSZI VARAZSGOMB;DB;51,6;89;25;0;HAMIS
4950014;K.ZIZI MIKULAS 35G;DB;55,32;89;25;0;HAMIS
2590015;KACSAMAJ LIBAZSIRBAN 300G;DB;499;749;25;0;HAMIS
3400053;KACSAMAJ PASTETOM 50GPICK;DB;152,64;259;25;0;HAMIS
2590022;KACSAZSIR 300G LIPID;DB;189;279;25;0;HAMIS
2590024;KACSAZSIR 500G HUNG;DB;266,4;399;25;0;HAMIS
1300006;KAISER 0,5L DOBOZ;DB;151,01;159;25;0;HAMIS
1300001;KAISER 0,5L PALACK;DB;232,65;185;25;0;HAMIS
2520030;KAISER ALPE-KALO MIX 75G;DB;218,54;339;25;3;HAMIS
2440104;KAISER ALPESI KOLB. KG;KG;2020,65;3499;25;-0,182;IGAZ
2624002;KAISER ALPESI KOLB. 75G;DB;218;339;25;5;HAMIS
2440103;KAISER ALPESI TURISTA 400;DB;525,1;499;25;0;HAMIS
2400142;KAISER AR.PU.MELLSONKA125;DB;262;399;25;0;HAMIS
2400059;KAISER AR.PU.PARIZSI 150G;DB;137;215;25;0;HAMIS
2400017;KAISER AR.PU.PARIZSI 500G;DB;272,04;449;25;-3;HAMIS
2400110;KAISER AR.PU.VIRSLI 250G;DB;170;299;25;2;HAMIS
2520026;KAISER ARANY P.KOLB. RUD;KG;2180,4;1999;25;0,142;IGAZ
2400016;KAISER ARANY PU. PARIZSI;KG;604,21;999;25;0,27;IGAZ
2440029;KAISER ARANY PU.CSEM 240G;DB;428,25;699;25;0;HAMIS
2420019;KAISER ARANY PU.MAJAS 200;DB;190;289;25;0;HAMIS
2460012;KAISER ARANY PU.MELLSONK;KG;1500;1599;25;0,224;IGAZ
2520028;KAISER ARANY PU.SZ.KOLB;KG;2420,76;1199;25;0,998;IGAZ
2460010;KAISER ARANY PULYKA SONKA;KG;1103;1549;25;0;IGAZ
2620079;KAISER ARRIBA 75G;DB;255;399;25;0;HAMIS
2440026;KAISER BECSI FELVAGOTT;KG;1627,45;1499;25;0;IGAZ
2400128;KAISER BORSOS PU.MELL KG;KG;1771;1999;25;0;IGAZ
2440043;KAISER CABANOSSI KOLB 120;DB;225;359;25;0;HAMIS
2440045;KAISER CABANOSSI PAPR 120;DB;225;359;25;0;HAMIS
2620078;KAISER CHORIZO 75G;DB;255;399;25;0;HAMIS
2620012;KAISER CSILIS SZALAMI 40G;DB;132;199;25;0;HAMIS
2420085;KAISER CSIRKEMAJAS 120G;DB;124;189;25;0;HAMIS
2620070;KAISER DAN SAJTPALAST 40G;DB;132;199;25;2;HAMIS
2624004;KAISER DAN SZALAMI 75G;DB;98,75;399;25;17;HAMIS
2440132;KAISER DEL.GARDEN PU.MELL;KG;1771,09;2699;25;0;IGAZ
2624001;KAISER E.M. KOLBASZ 75G;DB;222,67;399;25;10;HAMIS
2624007;KAISER E.M. KOLBASZ 75G P;DB;218;399;25;10;HAMIS
2440051;KAISER E.M. SZALAMI 75G;DB;239,72;399;25;5;HAMIS
2440052;KAISER E.M. SZALAMI 75G P;DB;191,5;399;25;2;HAMIS
2624006;KAISER FARMER SLIM 40G;DB;93,18;159;25;0;HAMIS
2440097;KAISER FUST IZU PARIZSI;KG;619,88;999;25;0,668;IGAZ
2400117;KAISER FUST.PARIZSI 150G;DB;137;215;25;0;HAMIS
2420084;KAISER FUSTOLT MAJAS 200G;DB;186;279;25;0;HAMIS
2420018;KAISER HAGYMAS MAJAS 200G;DB;181;349;25;0;HAMIS
2620080;KAISER IBERIA 75G;DB;282;399;25;0;HAMIS
2620055;KAISER KACSAMAJAS 120G;DB;174;299;25;0;HAMIS
2440078;KAISER KOLB.TOLT CSMELL80;DB;208;315;25;0;HAMIS
2400061;KAISER KOLB.TOLT.CSIRKESO;KG;1650;2499;25;0;IGAZ
2400012;KAISER KRINOLIN;KG;859;899;25;0;IGAZ
2620054;KAISER LIBAMAJAS 120G;DB;262;399;25;0;HAMIS
2440129;KAISER LONCS;KG;1048,12;1099;25;0;IGAZ
2420075;KAISER MAJAS KG;KG;800;1250;25;-1,18;IGAZ
2420005;KAISER MAJAS 120G;DB;125,71;205;25;2;HAMIS
2420006;KAISER MAJAS 200G;DB;181;289;25;-5;HAMIS
2440037;KAISER NYARI TURISTA KG;KG;1790;2799;25;2,17;IGAZ
2624005;KAISER NYERS F.KOLBASZ 75;DB;139;209;25;0;HAMIS
2520029;KAISER NYERS FUST KOLBASZ;KG;1209,94;1995;25;1,438;IGAZ
2620069;KAISER PARMAI SZALAMI 40G;DB;224,12;199;25;0;HAMIS
2400127;KAISER PU.KRINOLIN 300 FU;DB;249;399;25;0;HAMIS
2400137;KAISER PU.KRINOLIN 300 SA;DB;300;459;25;0;HAMIS
2400019;KAISER PU.KRINOLIN 300G;DB;225;459;25;0;HAMIS
2400064;KAISER PU.PARIZSI+SAJT;KG;910,33;999;25;0,286;IGAZ
2620053;KAISER PUSZTAMAJAS 120G;DB;132;209;25;0;HAMIS
2440035;KAISER SZARAZKOLBASZ;KG;0,01;1499;25;-1,994;IGAZ
2440075;KAISER SZARAZKOLBASZ 180G;DB;373;599;25;0;HAMIS
2440105;KAISER SZENDVICSKREM 130G;DB;126;199;25;0;HAMIS
2400171;KAISER TAVASZI TEKERCS;KG;1800;2999;25;0,012;IGAZ
2440071;KAISER TEA KOLBASZ;KG;1822,51;2290;25;0,762;IGAZ
2100003;KAKAO 0,5L KOCSI;DB;103;145;18;14;HAMIS
2100024;KAKAO 0,5L MILLI OKEE;DB;80,55;149;18;7;HAMIS
2100052;KAKAO 0,5L MIZO TOP;DB;92,33;149;25;5;HAMIS
2100102;KAKAO 0,5L PARMALAT;DB;78,91;119;18;0;HAMIS
2100031;KAKAO 0,5L SOLE;DB;72;129;18;30;HAMIS
2100017;KAKAO ITAL 0,5L MIZO;DB;68,1;129;25;-22;HAMIS
4700011;KAKAOPOR ARANY 75G;DB;136,85;215;25;11;HAMIS
4700002;KAKAOPOR HOLLAND 125G;DB;270,95;419;25;0;HAMIS
4700015;KAKAOPOR HOLLAND 200G;DB;207,2;319;25;0;HAMIS
4700025;KAKAOPOR LA MATTINA 80G;DB;59,42;99;25;0;HAMIS
4700029;KAKAOPOR MILKA 400G;DB;431,4;649;25;1;HAMIS
4700012;KAKAOPOR NESQUIK 200G;DB;186,56;249;25;12;HAMIS
4700014;KAKAOPOR NESQUIK 800G;DB;518,55;799;25;15;HAMIS
4700016;KAKAOPOR SZERENCSI 100G;DB;159,29;259;25;0;HAMIS
5600027;KAKAOS REGGEL.GABONA 500G;DB;205,5;309;18;14;HAMIS
8990002;KALAPCSOMAGOLO KG;DB;193,5;290;25;0;HAMIS
5040023;KALASCHNIKOW 250ML;DB;167,9;269;25;25;HAMIS
3150070;KALIFA AFONYA 100G;DB;247,25;249;25;0;HAMIS
3150037;KALIFA ALMASZIROM 50G;DB;86,1;129;25;0;HAMIS
3150064;KALIFA ARANYMAZSOLA 200G;DB;122,55;229;25;0;HAMIS
3150035;KALIFA ASZALT SARGAB 100G;DB;109;179;25;8;HAMIS
3150042;KALIFA ASZALT SZILVA 100G;DB;99,18;159;25;5;HAMIS
3150038;KALIFA CSOKIS F.MOGY 70G;DB;105;159;25;0;HAMIS
3150046;KALIFA DIAKCSEMEGE 200G;DB;268,75;399;25;10;HAMIS
3150071;KALIFA EPER 100G;DB;209;329;25;1;HAMIS
3150033;KALIFA KESUDIO 80G;DB;225,78;299;25;0;HAMIS
3150034;KALIFA MANDULA 80G;DB;144,9;229;25;3;HAMIS
3150001;KALIFA MINI CSEMEGE 100G;DB;146,97;199;25;0;HAMIS
5620010;KALIFA SZEZAMMAG 250G;DB;188,13;299;25;0;HAMIS
3150010;KALIFA TOKMAG 100G;DB;74,55;119;25;0;HAMIS
3150049;KALIFA TOKMAG 100G HANTOL;DB;108,58;169;25;0;HAMIS
7120012;KAMILL KEZAP.BALZSAM 125;DB;538,96;949;25;5;HAMIS
7120000;KAMILL KEZKREM 75ML;DB;385;579;25;0;HAMIS
7120013;KAMILL SOFT 200ML;DB;440;699;25;2;HAMIS
7100044;KAMILL TESTAPOLO 250ML S;DB;440;699;25;0;HAMIS
7250116;KAMILL TUSFURDOK 250ML;DB;265;399;25;13;HAMIS
8000014;KAMILLA PREMIUM PZS 100;DB;159,7;249;25;0;HAMIS
1310015;KANIZSAI SOR 0,5L DOBOZ;DB;99,54;149;25;0;HAMIS
3200057;KAP.TT.TV PAPRIKA HOCHM;DB;230,05;339;25;0;HAMIS
3200031;KAP.TT. ALMAPAPR MATRA;DB;213,92;329;25;14;HAMIS
3200104;KAP.TT. ALMAPAPR BUGACI;DB;256,36;399;25;8;HAMIS
3200103;KAP.TT.TV PAPRIKA BUGACI;DB;236,5;389;25;11;HAMIS
5400025;KAPROS SAVANYUSAG TARTOS.;DB;82,51;129;25;4;HAMIS
4000112;KAPUCINER SZELET 30G;DB;45,34;75;25;38;HAMIS
4000142;KAPUCINER XL 45G;DB;46,41;75;25;0;HAMIS
9550028;KARACSONYI ABROSZ 90X90;DB;397,75;699;25;0;HAMIS
9550033;KARACSONYI DOBOZ FEM;DB;366,45;599;25;4;HAMIS
4200060;KARAMELL 400G NAWARRA;DB;210;369;25;0;HAMIS
2100025;KARAMELL ITAL 0,5L MILLI;DB;96;149;25;0;HAMIS
2100012;KARAMELL ITAL 0,5L MIZO;DB;76,48;129;25;13;HAMIS
2100019;KARAMELL ITAL 0,5L SOLE;DB;78;119;18;10;HAMIS
1600053;KARAVAN 1KG;DB;949;1399;25;1;HAMIS
1600052;KARAVAN 250G;DB;309,56;429;25;36;HAMIS
6420007;KATA ABLAKTISZTITO 500ML;DB;160;249;25;8;HAMIS
4200040;KATJES 75G 3FELE;DB;166,25;249;25;0;HAMIS
1600073;KAVEMIX INSTANT 50G;DB;203,16;309;25;3;HAMIS
1600086;KAVEMIX INSTANT 75G;DB;248,84;429;25;0;HAMIS
9550027;KAVESKESZLET;DB;806,25;1199;25;0;HAMIS
2110039;KAVETEJSZIN 10*10 COMPLET;DB;80;125;18;36;HAMIS
2110072;KAVETEJSZIN 10*10 ZOTT;DB;62;89;18;9;HAMIS
2110031;KAVETEJSZIN 10*10ML MAY;DB;61,92;115;18;1;HAMIS
2110033;KAVETEJSZIN 10*10ML SOLE;DB;65;115;18;0;HAMIS
2110068;KAVETEJSZIN 10*14 MILRAM;DB;65;149;18;0;HAMIS
2110032;KAVETEJSZIN 250G MARESI;DB;94;249;18;0;HAMIS
2120004;KEFIR 140G DANONE;DB;66,89;89;18;74;HAMIS
2120024;KEFIR 150G MIZO;DB;47,15;79;18;0;HAMIS
2120058;KEFIR 150G NADUDVARI;DB;48,14;69;18;0;HAMIS
2120042;KEFIR 175G ALFOLDI;DB;47;79;18;0;HAMIS
2120038;KEFIR 175G BAKONY;DB;66;99;18;0;HAMIS
2120073;KEFIR 175G FARMER;DB;47;49;18;-2;HAMIS
2120068;KEFIR 175G LOTTI;DB;43;69;18;0;HAMIS
2120047;KEFIR 175G MILLI;DB;59;89;18;0;HAMIS
2120006;KEFIR 175G PARMALAT;DB;48;75;18;0;HAMIS
2120029;KEFIR 175G SOLE;DB;51;79;18;0;HAMIS
2120025;KEFIR 175G SOLE GO FITT;DB;52,67;75;18;0;HAMIS
2120061;KEFIR 175G TOLLE;DB;54;85;18;0;HAMIS
2120033;KEFIR 180G ZOTT;DB;54;85;18;0;HAMIS
2120060;KEFIR 3,5% 375G MIZO;DB;105,32;159;18;0;HAMIS
2120030;KEFIR 450G SOLE;DB;117;209;18;5;HAMIS
2120059;KEFIR KAUK. 450G JANGA;DB;163;229;18;3;HAMIS
2120075;KEFIR KAUKAZUSI 0,33 SOLE;DB;119,7;199;18;0;HAMIS
2120028;KEFIR KAUKAZUSI 300 MILLI;DB;103;169;18;5;HAMIS
2120026;KEFIR KAUKAZUSI 450 MILLI;DB;145;229;18;1;HAMIS
2120020;KEFIR KAUKAZUSI 450G MIZO;DB;152;229;18;0;HAMIS
2120005;KEFIRITAL 375G DANONE;DB;197,59;299;18;0;HAMIS
2540023;KEMENCES SULT CSASZAR 10;DB;220;399;25;0;HAMIS
2540022;KEMENCES SULT CSULOK 100G;DB;220;399;25;0;HAMIS
2540032;KEMENCES SULT SONKA 100G;DB;240;399;25;0;HAMIS
2540031;KEMENCES SULT TARJA 100G;DB;220;399;25;0;HAMIS
2420111;KEMP LONCS 350G;DB;299;449;25;0;HAMIS
2540001;KENYER SZALONNA KG;KG;799;1290;25;-0,052;IGAZ
9590014;KENYERESKOSAR;DB;300;490;25;0;HAMIS
9550040;KENYERKOSAR 27X18 CM;DB;225,75;339;25;0;HAMIS
3020012;KENYERLISZT 1KG FEHER;DB;109,65;169;18;9;HAMIS
3020019;KENYERLISZT 1KG FELFEHER;DB;65,83;179;18;0;HAMIS
3020017;KENYERLISZT 1KG TOKMAGOS;DB;290,25;99;25;0;HAMIS
5040051;KEROZIN 250ML;DB;79,57;129;25;1;HAMIS
8400000;KESKESZLET 7DBOS;DB;709,5;1099;25;0;HAMIS
3150014;KESUDIO 80G SOS;DB;158,6;299;25;19;HAMIS
5120007;KETCHUP 70G UNIVER;DB;81,19;129;25;5;HAMIS
5120000;KETCHUP 150G GLOBUS;DB;160,7;249;25;0;HAMIS
5120008;KETCHUP 160G UNIVER;DB;168,26;259;25;9;HAMIS
5120011;KETCHUP 342G HEINZ;DB;301,27;459;25;0;HAMIS
5120013;KETCHUP 450G FELIX;DB;356,63;519;25;1;HAMIS
5120004;KETCHUP 450G FELIX CSIP;DB;293,25;499;25;0;HAMIS
5120017;KETCHUP 470G UNIVER;DB;276,24;429;25;0;HAMIS
5120001;KETCHUP 480G GLOBUS;DB;266,12;499;25;25;HAMIS
5120003;KETCHUP 480G GLOBUS CSIP;DB;276,82;499;25;4;HAMIS
5120002;KETCHUP 480G GLOBUS NAPO;DB;270,63;499;25;-4;HAMIS
5120012;KETCHUP 500ML DAWTONA;DB;94,58;149;25;9;HAMIS
5120015;KETCHUP 860G GLOBUS FLAK;DB;415,2;649;25;0;HAMIS
5120018;KETCHUP.1000G DAWTONA;DB;165,79;259;25;5;HAMIS
5700053;KETSZERSULT 100G BOLLETJ;DB;192;299;18;0;HAMIS
1120016;KEVERT 0,2L GYORI;DB;321,96;459;25;-1;HAMIS
1111002;KEVERT 0,2L KUPICA 28%;DB;264;399;25;1;HAMIS
1120017;KEVERT 0,5L GYORI;DB;759,72;1099;25;2;HAMIS
1111008;KEVERT 0,5L KUPICA 28%;DB;589,83;959;25;0;HAMIS
2690018;KHELL-FOOD PITA HUSOS;DB;274,99;429;25;0;HAMIS
2690007;KHELL-FOOD PIZZA 240G;DB;269,99;399;25;0;HAMIS
2690011;KHELL-FOOD PREM.STANL210G;DB;260;389;25;0;HAMIS
2960001;KHELL-FOOD SALATAK 200G;DB;194,99;299;25;0;HAMIS
2690009;KHELL-FOOD STANGLI SZENDV;DB;229,65;349;25;0;HAMIS
2690014;KHELL-FOOD TASKA SZENDV.;DB;241,66;369;25;0;HAMIS
2690008;KHELL-FOOD VAGOTT PARNA;DB;194,99;299;25;0;HAMIS
2690010;KHELL-FOOD ZSEMLE II.KAT.;DB;267,75;399;25;0;HAMIS
2690015;KHELL-FOOD ZSEMLE VEDOGAZ;DB;255,33;399;25;0;HAMIS
2690004;KHELL-FOOD ZSEMLE+H I.KAT;DB;241,66;399;25;0;HAMIS
2180130;KINDER CHOCO FRESH 105G;DB;369;599;18;0;HAMIS
2180015;KINDER MAXI KING;DB;112,04;179;25;31;HAMIS
4000022;KINDER PARADISO;DB;89;145;18;4;HAMIS
2180014;KINDER PINGUI 2IZ;DB;83;139;18;107;HAMIS
2180016;KINDER TEJSZELET;DB;76;119;18;49;HAMIS
4000012;KINDER BUENO T2;DB;99,4;159;25;57;HAMIS
4000183;KINDER BUENO T2 FEHER;DB;101,14;159;25;0;HAMIS
4000024;KINDER COUNTRY T1 23,5G;DB;58,56;109;25;91;HAMIS
4000028;KINDER COUNTRY T9 9*24G;DB;442,53;699;25;0;HAMIS
4000010;KINDER CSOKI T4;DB;99,9;159;25;20;HAMIS
4000011;KINDER CSOKI T8;DB;173,09;299;25;75;HAMIS
4000181;KINDER CSOKI T8 YOGURETTE;DB;153,86;299;25;0;HAMIS
2180129;KINDER DELICE 42G;DB;79,98;129;25;38;HAMIS
4000079;KINDER FRIENDS 200G;DB;668,97;1099;25;0;HAMIS
4900045;KINDER HAPPY HIPPO;DB;65,01;105;25;0;HAMIS
4000125;KINDER HAPPY HIPPO T5 2F;DB;285,26;499;25;0;HAMIS
4000033;KINDER MAXI T1 21G;DB;45,53;75;25;27;HAMIS
4000029;KINDER MAXI T10 10*21G;DB;368,13;649;25;0;HAMIS
4000175;KINDER SCHOKOBONS 125G;DB;340,28;549;25;15;HAMIS
4000009;KINDER TOJAS;DB;124,06;199;25;36;HAMIS
4000046;KINDER TOJAS JOY;DB;140,12;229;25;0;HAMIS
2620092;KINGA GEPSONKA BFI KG;KG;805,87;1299;25;0,762;IGAZ
2620095;KINGA GOMBAS HUSKENYER;KG;880,9;999;25;0;IGAZ
2620096;KINGA MAJORANNAS MAJAS250;DB;156;239;25;0;HAMIS
2620093;KINGA PULYKASONKA FORMAZ;KG;924,97;1450;25;0,454;IGAZ
2440203;KINGA ROPP.KOLBASZ 450G;DB;359;549;25;0;HAMIS
2620094;KINGA ZOLDSEGES SZELET;KG;849;1350;25;0,77;IGAZ
5050031;KINLEY 0,5L GYOMBER;DB;139,2;209;25;6;HAMIS
5050064;KINLEY 0,5L TONIC;DB;139,2;209;25;15;HAMIS
5050030;KINLEY 2L PET GYOMBER;DB;197,16;339;25;15;HAMIS
5050063;KINLEY 2L PET TONIC;DB;217,27;339;25;10;HAMIS
5050014;KINLEY 2L PRB GYOMBER;DB;181,36;289;25;0;HAMIS
5050008;KINLEY 2L PRB TONIC;DB;163,04;289;25;0;HAMIS
4030007;KISTEHEN TEJKARAMELLA;DB;54,16;85;25;12;HAMIS
2130001;KISTEJES BIFIDO JOGH.125G;DB;51;99;18;0;HAMIS
2130014;KISTEJES FALATKA 120G;DB;36;59;18;0;HAMIS
2130000;KISTEJES KREMJOGHURT 145G;DB;60;109;18;0;HAMIS
2130091;KISTEJES KREMZAMAT 150G;DB;89;139;18;0;HAMIS
2130111;KISTEJES LACTI DRINK EPER;DB;239;359;18;0;HAMIS
2130113;KISTEJES LACTI DRINK NATU;DB;239;359;18;0;HAMIS
2180004;KISTEJES TEJDESSZERT 125G;DB;54;89;18;0;HAMIS
2130021;KISTEJES TURODESSZERT 360;DB;225;339;18;0;HAMIS
4000162;KIT KAT CHUNKY 40G;DB;70,57;119;25;39;HAMIS
4000257;KIT KAT CHUNKY 40G CAPP.;DB;73,69;119;25;10;HAMIS
4000184;KIT KAT CHUNKY 40G WHIT;DB;69,79;119;25;30;HAMIS
